frame	crossing	top_r1	split_r1
4355	16	E2	FF
4356	16	E2	FF
4357	16	E2	FF
4358	16	E2	FF
4359	16	E2	FF
4360	16	E2	FF
4361	16	E2	FF
4362	16	E2	FF
4363	16	E2	FF
4364	16	E2	FF
4365	16	E2	FF
4366	16	E2	FF
4367	16	E2	FF
4368	16	E2	FF
4369	16	E2	FF
4370	16	E2	FF
4371	16	E2	FF
4372	16	E2	FF
4373	16	E2	FF
4374	16	E2	FF
4375	16	E2	FF
4376	16	E2	FF
4377	16	E2	FF
4378	16	E2	FF
4379	16	E2	FF
4380	16	E2	FF
4381	16	E2	FF
4382	16	E2	FF
4383	16	E2	FF
4384	16	E2	FF
4385	16	E2	FF
4386	16	E2	FF
4387	16	E2	FF
4388	16	E2	FF
4389	16	E2	FF
4390	16	E2	FF
4391	16	E2	FF
4392	16	E2	FF
4393	16	E2	FF
4394	16	E2	FF
4395	16	E2	FF
4396	16	E2	FF
4397	16	E2	FF
4398	16	E2	FF
4399	16	E2	FF
4400	16	E2	FF
4401	16	E2	FF
4402	16	E2	FF
4403	16	E2	FF
4404	16	E2	FF
4405	16	E2	FF
4406	16	E2	FF
4407	16	E2	FF
4408	16	E2	FF
4409	16	E2	FF
4410	16	E2	FF
4411	16	E2	FF
4412	16	E2	FF
4413	16	E2	FF
4414	16	E2	FF
4415	16	E2	FF
4416	16	E2	FF
4417	16	E2	FF
4418	16	E2	FF
4419	16	E2	FF
4420	16	E2	FF
4421	16	E2	FF
4422	16	E2	FF
4423	16	E2	FF
4424	16	E2	FF
4425	16	E2	FF
4426	16	E2	FF
4427	16	E2	FF
4428	16	E2	FF
4429	16	E2	FF
4430	16	E2	FF
4431	16	E2	FF
4432	16	E2	FF
4433	16	E2	FF
4434	16	E2	FF
4435	16	E2	FF
4436	16	E2	FF
4437	16	E2	FF
4438	16	E2	FF
4439	16	E2	FF
4440	16	E2	FF
4441	16	E2	FF
4442	16	E2	FF
4443	16	E2	FF
4444	16	E2	FF
4445	16	E2	FF
4446	16	E2	FF
4447	16	E2	FF
4448	16	E2	FF
4449	16	E2	FF
4450	16	E2	FF
