frame	y	r0	r1	r5	scanline
7198	00	FC	0A	0A	-1
7198	01	FC	0A	0A	-1
7199	00	FC	0A	0A	-1
7199	01	FC	0A	0A	-1
7200	00	FC	0A	0A	-1
7200	01	FC	0A	0A	-1
7201	00	FC	0A	0A	-1
7201	01	FC	0A	0A	-1
7202	00	FC	0A	0A	-1
7202	01	FC	0A	0A	-1
7203	00	FC	0A	0A	-1
7203	01	FC	0A	0A	-1
7204	00	FC	0A	0A	-1
7204	01	FC	0A	0A	-1
7205	00	FC	0A	0A	-1
7205	01	FC	0A	0A	-1
7206	00	FC	0A	0A	-1
7206	01	FC	0A	0A	-1
7207	00	FC	0A	0A	-1
7207	01	FC	0A	0A	-1
7208	00	FC	0A	0A	-1
7208	01	FC	0A	0A	-1
7209	00	FC	0A	0A	-1
7209	01	FC	0A	0A	-1
7210	00	FC	0A	0A	-1
7210	01	FC	0A	0A	-1
7211	00	FC	0A	0A	-1
7211	01	FC	0A	0A	-1
7212	00	FC	0A	0A	-1
7212	01	FC	0A	0A	-1
7213	00	FC	0A	0A	-1
7213	01	FC	0A	0A	-1
7214	00	FC	0A	0A	-1
7214	01	FC	0A	0A	-1
7215	00	FC	0A	0A	-1
7215	01	FC	0A	0A	-1
7216	00	FC	0A	0A	-1
7216	01	FC	0A	0A	-1
7217	00	FC	0A	0A	-1
7217	01	FC	0A	0A	-1
7218	00	FC	0A	0A	-1
7218	01	FC	0A	0A	-1
7219	00	FC	0A	0A	-1
7219	01	FC	0A	0A	-1
7220	00	FC	0A	0A	-1
7220	01	FC	0A	0A	-1
7221	00	FC	0A	0A	-1
7221	01	FC	0A	0A	-1
7222	00	FC	0A	0A	-1
7222	01	FC	0A	0A	-1
7223	00	FC	0A	0A	-1
7223	01	FC	0A	0A	-1
7224	00	FC	0A	0A	-1
7224	01	FC	0A	0A	-1
7225	00	FC	0A	0A	-1
7225	01	FC	0A	0A	-1
7226	00	FC	0A	0A	-1
7226	01	FC	0A	0A	-1
7227	00	FC	0A	0A	-1
7227	01	FC	0A	0A	-1
7228	00	FC	0A	0A	-1
7228	01	FC	0A	0A	-1
7229	00	FC	0A	0A	-1
7229	01	FC	0A	0A	-1
7230	00	FC	0A	0A	-1
7230	01	FC	0A	0A	-1
7231	00	FC	0A	0A	-1
7231	01	FC	0A	0A	-1
7232	00	FC	0A	0A	-1
7232	01	FC	0A	0A	-1
7233	00	FC	0A	0A	-1
7233	01	FC	0A	0A	-1
7234	00	FC	0A	0A	-1
7234	01	FC	0A	0A	-1
7235	00	FC	0A	0A	-1
7235	01	FC	0A	0A	-1
7236	00	FC	0A	0A	-1
7236	01	FC	0A	0A	-1
7237	00	FC	0A	0A	-1
7237	01	FC	0A	0A	-1
7238	00	FC	0A	0A	-1
7238	01	FC	0A	0A	-1
7239	00	FC	0A	0A	-1
7239	01	FC	0A	0A	-1
7240	00	FC	0A	0A	-1
7240	01	FC	0A	0A	-1
7241	00	FC	0A	0A	-1
7241	01	FC	0A	0A	-1
7242	00	FC	0A	0A	-1
7242	01	FC	0A	0A	-1
7243	00	FC	0A	0A	-1
7243	01	FC	0A	0A	-1
7244	00	FC	0A	0A	-1
7244	01	FC	0A	0A	-1
7245	00	FC	0A	0A	-1
7245	01	FC	0A	0A	-1
7246	00	FC	0A	0A	-1
7246	01	FC	0A	0A	-1
7247	00	FC	0A	0A	-1
7247	01	FC	0A	0A	-1
7248	00	FC	0A	0A	-1
7248	01	FC	0A	0A	-1
7249	00	FC	0A	0A	-1
7249	01	FC	0A	0A	-1
7250	00	FC	0A	0A	-1
7250	01	FC	0A	0A	-1
7251	00	FC	0A	0A	-1
7251	01	FC	0A	0A	-1
7252	00	FC	0A	0A	-1
7252	01	FC	0A	0A	-1
7253	00	FC	0A	0A	-1
7253	01	FC	0A	0A	-1
7254	00	FC	0A	0A	-1
7254	01	FC	0A	0A	-1
7255	00	FC	0A	0A	-1
7255	01	FC	0A	0A	-1
7256	00	FC	0A	0A	-1
7256	01	FC	0A	0A	-1
7257	00	FC	0A	0A	-1
7257	01	FC	0A	0A	-1
7258	00	FC	0A	0A	-1
7258	01	FC	0A	0A	-1
7259	00	FC	0A	0A	-1
7259	01	FC	0A	0A	-1
7260	00	FC	0A	0A	-1
7260	01	FC	0A	0A	-1
7261	00	FC	0A	0A	-1
7261	01	FC	0A	0A	-1
7262	00	FC	0A	0A	-1
7262	01	FC	0A	0A	-1
7263	00	FC	0A	0A	-1
7263	01	FC	0A	0A	-1
7264	00	FC	0A	0A	-1
7264	01	FC	0A	0A	-1
7265	00	FC	0A	0A	-1
7265	01	FC	0A	0A	-1
7266	00	FC	0A	0A	-1
7266	01	FC	0A	0A	-1
7267	00	FC	0A	0A	-1
7267	01	FC	0A	0A	-1
7268	00	FC	0A	0A	-1
7268	01	FC	0A	0A	-1
7269	00	FC	0A	0A	-1
7269	01	FC	0A	0A	-1
7270	00	FC	0A	0A	-1
7270	01	FC	0A	0A	-1
7271	00	FC	0A	0A	-1
7271	01	FC	0A	0A	-1
7272	00	FC	0A	0A	-1
7272	01	FC	0A	0A	-1
7273	00	FC	0A	0A	-1
7273	01	FC	0A	0A	-1
7274	00	FC	0A	0A	-1
7274	01	FC	0A	0A	-1
7275	00	FC	0A	0A	-1
7275	01	FC	0A	0A	-1
7276	00	FC	0A	0A	-1
7276	01	FC	0A	0A	-1
7277	00	FC	0A	0A	-1
7277	01	FC	0A	0A	-1
7278	00	FC	0A	0A	-1
7278	01	FC	0A	0A	-1
7279	00	FC	0A	0A	-1
7279	01	FC	0A	0A	-1
7280	00	FC	0A	0A	-1
7280	01	FC	0A	0A	-1
7281	00	FC	0A	0A	-1
7281	01	FC	0A	0A	-1
7282	00	FC	0A	0A	-1
7282	01	FC	0A	0A	-1
7283	00	FC	0A	0A	-1
7283	01	FC	0A	0A	-1
7284	00	FC	0A	0A	-1
7284	01	FC	0A	0A	-1
7285	00	FC	0A	0A	-1
7285	01	FC	0A	0A	-1
7286	00	FC	0A	0A	-1
7286	01	FC	0A	0A	-1
7287	00	FC	0A	0A	-1
7287	01	FC	0A	0A	-1
7288	00	FC	0A	0A	-1
7288	01	FC	0A	0A	-1
7289	00	FC	0A	0A	-1
7289	01	FC	0A	0A	-1
7290	00	FC	0A	0A	-1
7290	01	FC	0A	0A	-1
7291	00	FC	0A	0A	-1
7291	01	FC	0A	0A	-1
7292	00	FC	0A	0A	-1
7292	01	FC	0A	0A	-1
7293	00	FC	0A	0A	-1
7293	01	FC	0A	0A	-1
7294	00	FC	0A	0A	-1
7294	01	FC	0A	0A	-1
7295	00	FC	0A	0A	-1
7295	01	FC	0A	0A	-1
7296	00	FC	0A	0A	-1
7296	01	FC	0A	0A	-1
7297	00	FC	0A	0A	-1
7297	01	FC	0A	0A	-1
7298	00	FC	0A	0A	-1
7298	01	FC	0A	0A	-1
7299	00	FC	0A	0A	-1
7299	01	FC	0A	0A	-1
7300	00	FC	0A	0A	-1
7300	01	FC	0A	0A	-1
7301	00	FC	0A	0A	-1
7301	01	FC	0A	0A	-1
7302	00	FC	0A	0A	-1
7302	01	FC	0A	0A	-1
7303	00	FC	0A	0A	-1
7303	01	FC	0A	0A	-1
7304	00	FC	0A	0A	-1
7304	01	FC	0A	0A	-1
7305	00	FC	0A	0A	-1
7305	01	FC	0A	0A	-1
7306	00	FC	0A	0A	-1
7306	01	FC	0A	0A	-1
7307	00	FC	0A	0A	-1
7307	01	FC	0A	0A	-1
7308	00	FC	0A	0A	-1
7308	01	FC	0A	0A	-1
7309	00	FC	0A	0A	-1
7309	01	FC	0A	0A	-1
7310	00	FC	0A	0A	-1
7310	01	FC	0A	0A	-1
7311	00	FC	0A	0A	-1
7311	01	FC	0A	0A	-1
7312	00	FC	0A	0A	-1
7312	01	FC	0A	0A	-1
7313	00	FC	0A	0A	-1
7313	01	FC	0A	0A	-1
7314	00	FC	0A	0A	-1
7314	01	FC	0A	0A	-1
7315	00	FC	0A	0A	-1
7315	01	FC	0A	0A	-1
7316	00	FC	0A	0A	-1
7316	01	FC	0A	0A	-1
7317	00	FC	0A	0A	-1
7317	01	FC	0A	0A	-1
7318	00	FC	0A	0A	-1
7318	01	FC	0A	0A	-1
7319	00	FC	0A	0A	-1
7319	01	FC	0A	0A	-1
7320	00	FC	0A	0A	-1
7320	01	FC	0A	0A	-1
7321	00	FC	0A	0A	-1
7321	01	FC	0A	0A	-1
7322	00	FC	0A	0A	-1
7322	01	FC	0A	0A	-1
7323	00	FC	0A	0A	-1
7323	01	FC	0A	0A	-1
7324	00	FC	0A	0A	-1
7324	01	FC	0A	0A	-1
7325	00	FC	0A	0A	-1
7325	01	FC	0A	0A	-1
7326	00	FC	0A	0A	-1
7326	01	FC	0A	0A	-1
7327	00	FC	0A	0A	-1
7327	01	FC	0A	0A	-1
7328	00	FC	0A	0A	-1
7328	01	FC	0A	0A	-1
7329	00	FC	0A	0A	-1
7329	01	FC	0A	0A	-1
7330	00	FC	0A	0A	-1
7330	01	FC	0A	0A	-1
7331	00	FC	0A	0A	-1
7331	01	FC	0A	0A	-1
7332	00	FC	0A	0A	-1
7332	01	FC	0A	0A	-1
7333	00	FC	0A	0A	-1
7333	01	FC	0A	0A	-1
7334	00	FC	0A	0A	-1
7334	01	FC	0A	0A	-1
7335	00	FC	0A	0A	-1
7335	01	FC	0A	0A	-1
7336	00	FC	0A	0A	-1
7336	01	FC	0A	0A	-1
7337	00	FC	0A	0A	-1
7337	01	FC	0A	0A	-1
7338	00	FC	0A	0A	-1
7338	01	FC	0A	0A	-1
7339	00	FC	0A	0A	-1
7339	01	FC	0A	0A	-1
7340	00	FC	0A	0A	-1
7340	01	FC	0A	0A	-1
7341	00	FC	0A	0A	-1
7341	01	FC	0A	0A	-1
7342	00	FC	0A	0A	-1
7342	01	FC	0A	0A	-1
7343	00	FC	0A	0A	-1
7343	01	FC	0A	0A	-1
7344	00	FC	0A	0A	-1
7344	01	FC	0A	0A	-1
7345	00	FC	0A	0A	-1
7345	01	FC	0A	0A	-1
7346	00	FC	0A	0A	-1
7346	01	FC	0A	0A	-1
7347	00	FC	0A	0A	-1
7347	01	FC	0A	0A	-1
7348	00	FC	0A	0A	-1
7348	01	FC	0A	0A	-1
7349	00	FC	0A	0A	-1
7349	01	FC	0A	0A	-1
7350	00	FC	0A	0A	-1
7350	01	FC	0A	0A	-1
