frame	pc	address	value
6858	81C4	03EE	14
6858	81C7	03EF	14
6858	81CD	03C6	14
6858	81D0	03C7	14
7021	81C4	03EE	14
7021	81C7	03EF	14
7021	81CD	03C6	14
7021	81D0	03C7	14
7186	81C4	03EE	0A
7186	81C7	03EF	0A
7186	81CD	03C6	0A
7186	81D0	03C7	0A
