frame	index	y	tile	attr	x
7248	07	BF	A7	01	28
7248	08	C7	A8	01	10
7248	09	C7	A9	01	18
7248	0A	C7	AA	01	20
7248	0B	C7	AB	01	28
7248	0C	CF	AC	01	10
7248	0D	CF	AD	01	18
7248	0E	CF	AE	01	20
7248	0F	CF	AF	01	28
7249	00	B7	A0	01	10
7249	01	B7	A1	01	18
7249	02	B7	A2	01	20
7249	03	B7	A3	01	28
7249	04	BF	A4	01	10
7249	05	BF	A5	01	18
7249	06	BF	A6	01	20
7249	07	BF	A7	01	28
7249	08	C7	A8	01	10
7249	09	C7	A9	01	18
7249	0A	C7	AA	01	20
7249	0B	C7	AB	01	28
7249	0C	CF	AC	01	10
7249	0D	CF	AD	01	18
7249	0E	CF	AE	01	20
7249	0F	CF	AF	01	28
7250	00	B7	A0	01	10
7250	01	B7	A1	01	18
7250	02	B7	A2	01	20
7250	03	B7	A3	01	28
7250	04	BF	A4	01	10
7250	05	BF	A5	01	18
7250	06	BF	A6	01	20
7250	07	BF	A7	01	28
7250	08	C7	A8	01	10
7250	09	C7	A9	01	18
7250	0A	C7	AA	01	20
7250	0B	C7	AB	01	28
7250	0C	CF	AC	01	10
7250	0D	CF	AD	01	18
7250	0E	CF	AE	01	20
7250	0F	CF	AF	01	28
