frame	pc	address	value
6884	FDBA	8000	87
6884	FDC2	8001	07
6884	FC3F	8000	86
6884	FC48	8001	06
6884	FC4F	8000	87
6884	FC58	8001	07
6884	FDA9	8000	86
6884	FDB1	8001	18
6884	FDBA	8000	87
6884	FDC2	8001	19
6884	FDA9	8000	86
6884	FDB1	8001	28
6884	FDBA	8000	87
6884	FDC2	8001	29
6884	FDA9	8000	86
6884	FDB1	8001	28
6884	FDBA	8000	87
6884	FDC2	8001	29
6884	F9B3	8000	80
6884	F9B9	8001	FC
6884	F9BE	8000	81
6884	F9C4	8001	14
6884	F9C9	8000	82
6884	F9CF	8001	A2
6884	F9D4	8000	83
6884	F9DA	8001	01
6884	F9DF	8000	84
6884	F9E5	8001	02
6884	F9EA	8000	85
6884	F9F0	8001	14
6884	F8DB	8000	87
6884	F9B3	8000	80
6884	F9B9	8001	FC
6884	F9BE	8000	81
6884	F9C4	8001	14
6884	F9C9	8000	82
6884	F9CF	8001	00
6884	F9D4	8000	83
6884	F9DA	8001	01
6884	F9DF	8000	84
6884	F9E5	8001	02
6884	F9EA	8000	85
6884	F9F0	8001	14
6884	F8DB	8000	87
6885	FA23	8000	80
6885	FA29	8001	FC
6885	FA2E	8000	81
6885	FA34	8001	E2
6885	FA39	8000	82
6885	FA3F	8001	A2
6885	FA44	8000	83
6885	FA4A	8001	35
6885	FA4F	8000	84
6885	FA55	8001	B7
6885	FA5A	8000	85
6885	FA60	8001	BD
6885	FADD	8000	86
6885	FAE2	8001	18
6885	FAE9	8000	87
6885	FAEE	8001	19
6885	FAF8	8000	86
6885	FAFE	8001	28
6885	FB05	8000	87
6885	FB0B	8001	29
6885	FDA9	8000	86
6885	FDB1	8001	06
6885	FDBA	8000	87
6885	FDC2	8001	07
6885	FC3F	8000	86
6885	FC48	8001	06
6885	FC4F	8000	87
6885	FC58	8001	07
6885	FDA9	8000	86
6885	FDB1	8001	18
6885	FDBA	8000	87
6885	FDC2	8001	19
6885	FDA9	8000	86
6885	FDB1	8001	28
6885	FDBA	8000	87
6885	FDC2	8001	29
6885	FDA9	8000	86
6885	FDB1	8001	28
6885	FDBA	8000	87
6885	FDC2	8001	29
6885	F9B3	8000	80
6885	F9B9	8001	FC
6885	F9BE	8000	81
6885	F9C4	8001	14
6885	F9C9	8000	82
6885	F9CF	8001	A2
6885	F9D4	8000	83
6885	F9DA	8001	01
6885	F9DF	8000	84
6885	F9E5	8001	02
6885	F9EA	8000	85
6885	F9F0	8001	14
6885	F8DB	8000	87
6885	F9B3	8000	80
6885	F9B9	8001	FC
6885	F9BE	8000	81
6885	F9C4	8001	14
6885	F9C9	8000	82
6885	F9CF	8001	00
6885	F9D4	8000	83
6885	F9DA	8001	01
6885	F9DF	8000	84
6885	F9E5	8001	02
6885	F9EA	8000	85
6885	F9F0	8001	14
6885	F8DB	8000	87
6886	FA23	8000	80
6886	FA29	8001	FC
6886	FA2E	8000	81
6886	FA34	8001	E2
6886	FA39	8000	82
6886	FA3F	8001	A2
6886	FA44	8000	83
6886	FA4A	8001	35
6886	FA4F	8000	84
6886	FA55	8001	B7
6886	FA5A	8000	85
6886	FA60	8001	BD
6886	FADD	8000	86
6886	FAE2	8001	18
6886	FAE9	8000	87
6886	FAEE	8001	19
6886	FAF8	8000	86
6886	FAFE	8001	28
6886	FB05	8000	87
6886	FB0B	8001	29
6886	FDA9	8000	86
6886	FDB1	8001	06
6886	FDBA	8000	87
6886	FDC2	8001	07
6886	FC3F	8000	86
6886	FC48	8001	06
6886	FC4F	8000	87
6886	FC58	8001	07
6886	FDA9	8000	86
6886	FDB1	8001	18
6886	FDBA	8000	87
6886	FDC2	8001	19
6886	FDA9	8000	86
6886	FDB1	8001	28
6886	FDBA	8000	87
6886	FDC2	8001	29
6886	FDA9	8000	86
6886	FDB1	8001	28
6886	FDBA	8000	87
6886	FDC2	8001	29
6886	F9B3	8000	80
6886	F9B9	8001	FC
6886	F9BE	8000	81
6886	F9C4	8001	14
6886	F9C9	8000	82
6886	F9CF	8001	A2
6886	F9D4	8000	83
6886	F9DA	8001	01
6886	F9DF	8000	84
6886	F9E5	8001	02
6886	F9EA	8000	85
6886	F9F0	8001	14
6886	F8DB	8000	87
6886	F9B3	8000	80
6886	F9B9	8001	FC
6886	F9BE	8000	81
6886	F9C4	8001	14
6886	F9C9	8000	82
6886	F9CF	8001	00
6886	F9D4	8000	83
6886	F9DA	8001	01
6886	F9DF	8000	84
6886	F9E5	8001	02
6886	F9EA	8000	85
6886	F9F0	8001	14
6886	F8DB	8000	87
6887	FA23	8000	80
6887	FA29	8001	FC
6887	FA2E	8000	81
6887	FA34	8001	E2
6887	FA39	8000	82
6887	FA3F	8001	A2
6887	FA44	8000	83
6887	FA4A	8001	35
6887	FA4F	8000	84
6887	FA55	8001	B7
6887	FA5A	8000	85
6887	FA60	8001	BD
6887	FADD	8000	86
6887	FAE2	8001	18
6887	FAE9	8000	87
6887	FAEE	8001	19
6887	FAF8	8000	86
6887	FAFE	8001	28
6887	FB05	8000	87
6887	FB0B	8001	29
6887	FDA9	8000	86
6887	FDB1	8001	06
6887	FDBA	8000	87
6887	FDC2	8001	07
6887	FC3F	8000	86
6887	FC48	8001	06
6887	FC4F	8000	87
6887	FC58	8001	07
6887	FDA9	8000	86
6887	FDB1	8001	18
6887	FDBA	8000	87
6887	FDC2	8001	19
6887	FDA9	8000	86
6887	FDB1	8001	28
6887	FDBA	8000	87
6887	FDC2	8001	29
6887	FDA9	8000	86
6887	FDB1	8001	28
6887	FDBA	8000	87
6887	FDC2	8001	29
6887	F9B3	8000	80
6887	F9B9	8001	FC
6887	F9BE	8000	81
6887	F9C4	8001	14
6887	F9C9	8000	82
6887	F9CF	8001	A2
6887	F9D4	8000	83
6887	F9DA	8001	01
6887	F9DF	8000	84
6887	F9E5	8001	02
6887	F9EA	8000	85
6887	F9F0	8001	14
6887	F8DB	8000	87
6887	F9B3	8000	80
6887	F9B9	8001	FC
6887	F9BE	8000	81
6887	F9C4	8001	14
6887	F9C9	8000	82
6887	F9CF	8001	00
6887	F9D4	8000	83
6887	F9DA	8001	01
6887	F9DF	8000	84
6887	F9E5	8001	02
6887	F9EA	8000	85
6887	F9F0	8001	14
6887	F8DB	8000	87
6888	FA23	8000	80
6888	FA29	8001	FC
6888	FA2E	8000	81
6888	FA34	8001	E2
6888	FA39	8000	82
6888	FA3F	8001	A2
6888	FA44	8000	83
6888	FA4A	8001	35
6888	FA4F	8000	84
6888	FA55	8001	B7
6888	FA5A	8000	85
6888	FA60	8001	BD
6888	FADD	8000	86
6888	FAE2	8001	18
6888	FAE9	8000	87
6888	FAEE	8001	19
6888	FAF8	8000	86
6888	FAFE	8001	28
6888	FB05	8000	87
6888	FB0B	8001	29
6888	FDA9	8000	86
6888	FDB1	8001	06
6888	FDBA	8000	87
6888	FDC2	8001	07
6888	FC3F	8000	86
6888	FC48	8001	06
6888	FC4F	8000	87
6888	FC58	8001	07
6888	FDA9	8000	86
6888	FDB1	8001	18
6888	FDBA	8000	87
6888	FDC2	8001	19
6888	FDA9	8000	86
6888	FDB1	8001	28
6888	FDBA	8000	87
6888	FDC2	8001	29
6888	FDA9	8000	86
6888	FDB1	8001	28
6888	FDBA	8000	87
6888	FDC2	8001	29
6888	F9B3	8000	80
6888	F9B9	8001	FC
6888	F9BE	8000	81
6888	F9C4	8001	14
6888	F9C9	8000	82
6888	F9CF	8001	A2
6888	F9D4	8000	83
6888	F9DA	8001	01
6888	F9DF	8000	84
6888	F9E5	8001	02
6888	F9EA	8000	85
6888	F9F0	8001	14
6888	F8DB	8000	87
6888	F9B3	8000	80
6888	F9B9	8001	FC
6888	F9BE	8000	81
6888	F9C4	8001	14
6888	F9C9	8000	82
6888	F9CF	8001	00
6888	F9D4	8000	83
6888	F9DA	8001	01
6888	F9DF	8000	84
6888	F9E5	8001	02
6888	F9EA	8000	85
6888	F9F0	8001	14
6888	F8DB	8000	87
6889	FA23	8000	80
6889	FA29	8001	FC
6889	FA2E	8000	81
6889	FA34	8001	E2
6889	FA39	8000	82
6889	FA3F	8001	A2
6889	FA44	8000	83
6889	FA4A	8001	35
6889	FA4F	8000	84
6889	FA55	8001	B7
6889	FA5A	8000	85
6889	FA60	8001	BD
6889	FADD	8000	86
6889	FAE2	8001	18
6889	FAE9	8000	87
6889	FAEE	8001	19
6889	FAF8	8000	86
6889	FAFE	8001	28
6889	FB05	8000	87
6889	FB0B	8001	29
6889	FDA9	8000	86
6889	FDB1	8001	06
6889	FDBA	8000	87
6889	FDC2	8001	07
6889	FC3F	8000	86
6889	FC48	8001	06
6889	FC4F	8000	87
6889	FC58	8001	07
6889	FDA9	8000	86
6889	FDB1	8001	18
6889	FDBA	8000	87
6889	FDC2	8001	19
6889	FDA9	8000	86
6889	FDB1	8001	28
6889	FDBA	8000	87
6889	FDC2	8001	29
6889	FDA9	8000	86
6889	FDB1	8001	28
6889	FDBA	8000	87
6889	FDC2	8001	29
6889	F9B3	8000	80
6889	F9B9	8001	FC
6889	F9BE	8000	81
6889	F9C4	8001	14
6889	F9C9	8000	82
6889	F9CF	8001	A2
6889	F9D4	8000	83
6889	F9DA	8001	01
6889	F9DF	8000	84
6889	F9E5	8001	02
6889	F9EA	8000	85
6889	F9F0	8001	14
6889	F8DB	8000	87
6889	F9B3	8000	80
6889	F9B9	8001	FC
6889	F9BE	8000	81
6889	F9C4	8001	14
6889	F9C9	8000	82
6889	F9CF	8001	00
6889	F9D4	8000	83
6889	F9DA	8001	01
6889	F9DF	8000	84
6889	F9E5	8001	02
6889	F9EA	8000	85
6889	F9F0	8001	14
6889	F8DB	8000	87
6890	FA23	8000	80
6890	FA29	8001	FC
6890	FA2E	8000	81
6890	FA34	8001	E2
6890	FA39	8000	82
6890	FA3F	8001	A2
6890	FA44	8000	83
6890	FA4A	8001	35
6890	FA4F	8000	84
6890	FA55	8001	B7
6890	FA5A	8000	85
6890	FA60	8001	BD
6890	FADD	8000	86
6890	FAE2	8001	18
6890	FAE9	8000	87
6890	FAEE	8001	19
6890	FAF8	8000	86
6890	FAFE	8001	28
6890	FB05	8000	87
6890	FB0B	8001	29
6890	FDA9	8000	86
6890	FDB1	8001	06
6890	FDBA	8000	87
6890	FDC2	8001	07
6890	FC3F	8000	86
6890	FC48	8001	06
6890	FC4F	8000	87
6890	FC58	8001	07
6890	FDA9	8000	86
6890	FDB1	8001	18
6890	FDBA	8000	87
6890	FDC2	8001	19
6890	FDA9	8000	86
6890	FDB1	8001	28
6890	FDBA	8000	87
6890	FDC2	8001	29
6890	FDA9	8000	86
6890	FDB1	8001	28
6890	FDBA	8000	87
6890	FDC2	8001	29
6890	F9B3	8000	80
6890	F9B9	8001	FC
6890	F9BE	8000	81
6890	F9C4	8001	14
6890	F9C9	8000	82
6890	F9CF	8001	A2
6890	F9D4	8000	83
6890	F9DA	8001	01
6890	F9DF	8000	84
6890	F9E5	8001	02
6890	F9EA	8000	85
6890	F9F0	8001	14
6890	F8DB	8000	87
6890	F9B3	8000	80
6890	F9B9	8001	FC
6890	F9BE	8000	81
6890	F9C4	8001	14
6890	F9C9	8000	82
6890	F9CF	8001	00
6890	F9D4	8000	83
6890	F9DA	8001	01
6890	F9DF	8000	84
6890	F9E5	8001	02
6890	F9EA	8000	85
6890	F9F0	8001	14
6890	F8DB	8000	87
6891	FA23	8000	80
6891	FA29	8001	FC
6891	FA2E	8000	81
6891	FA34	8001	E2
6891	FA39	8000	82
6891	FA3F	8001	A2
6891	FA44	8000	83
6891	FA4A	8001	35
6891	FA4F	8000	84
6891	FA55	8001	B7
6891	FA5A	8000	85
6891	FA60	8001	BD
6891	FADD	8000	86
6891	FAE2	8001	18
6891	FAE9	8000	87
6891	FAEE	8001	19
6891	FAF8	8000	86
6891	FAFE	8001	28
6891	FB05	8000	87
6891	FB0B	8001	29
6891	FDA9	8000	86
6891	FDB1	8001	06
6891	FDBA	8000	87
6891	FDC2	8001	07
6891	FC3F	8000	86
6891	FC48	8001	06
6891	FC4F	8000	87
6891	FC58	8001	07
6891	FDA9	8000	86
6891	FDB1	8001	18
6891	FDBA	8000	87
6891	FDC2	8001	19
6891	FDA9	8000	86
6891	FDB1	8001	28
6891	FDBA	8000	87
6891	FDC2	8001	29
6891	FDA9	8000	86
6891	FDB1	8001	28
6891	FDBA	8000	87
6891	FDC2	8001	29
6891	F9B3	8000	80
6891	F9B9	8001	FC
6891	F9BE	8000	81
6891	F9C4	8001	14
6891	F9C9	8000	82
6891	F9CF	8001	A2
6891	F9D4	8000	83
6891	F9DA	8001	01
6891	F9DF	8000	84
6891	F9E5	8001	02
6891	F9EA	8000	85
6891	F9F0	8001	14
6891	F8DB	8000	87
6891	F9B3	8000	80
6891	F9B9	8001	FC
6891	F9BE	8000	81
6891	F9C4	8001	14
6891	F9C9	8000	82
6891	F9CF	8001	00
6891	F9D4	8000	83
6891	F9DA	8001	01
6891	F9DF	8000	84
6891	F9E5	8001	02
6891	F9EA	8000	85
6891	F9F0	8001	14
6891	F8DB	8000	87
6892	FA23	8000	80
6892	FA29	8001	FC
6892	FA2E	8000	81
6892	FA34	8001	E2
6892	FA39	8000	82
6892	FA3F	8001	A2
6892	FA44	8000	83
6892	FA4A	8001	35
6892	FA4F	8000	84
6892	FA55	8001	B7
6892	FA5A	8000	85
6892	FA60	8001	BD
6892	FADD	8000	86
6892	FAE2	8001	18
6892	FAE9	8000	87
6892	FAEE	8001	19
6892	FAF8	8000	86
6892	FAFE	8001	28
6892	FB05	8000	87
6892	FB0B	8001	29
6892	FDA9	8000	86
6892	FDB1	8001	06
6892	FDBA	8000	87
6892	FDC2	8001	07
6892	FC3F	8000	86
6892	FC48	8001	06
6892	FC4F	8000	87
6892	FC58	8001	07
6892	FDA9	8000	86
6892	FDB1	8001	18
6892	FDBA	8000	87
6892	FDC2	8001	19
6892	FDA9	8000	86
6892	FDB1	8001	28
6892	FDBA	8000	87
6892	FDC2	8001	29
6892	FDA9	8000	86
6892	FDB1	8001	28
6892	FDBA	8000	87
6892	FDC2	8001	29
6892	F9B3	8000	80
6892	F9B9	8001	FC
6892	F9BE	8000	81
6892	F9C4	8001	14
6892	F9C9	8000	82
6892	F9CF	8001	A2
6892	F9D4	8000	83
6892	F9DA	8001	01
6892	F9DF	8000	84
6892	F9E5	8001	02
6892	F9EA	8000	85
6892	F9F0	8001	14
6892	F8DB	8000	87
6892	F9B3	8000	80
6892	F9B9	8001	FC
6892	F9BE	8000	81
6892	F9C4	8001	14
6892	F9C9	8000	82
6892	F9CF	8001	00
6892	F9D4	8000	83
6892	F9DA	8001	01
6892	F9DF	8000	84
6892	F9E5	8001	02
6892	F9EA	8000	85
6892	F9F0	8001	14
6892	F8DB	8000	87
6893	FA23	8000	80
6893	FA29	8001	FC
6893	FA2E	8000	81
6893	FA34	8001	E2
6893	FA39	8000	82
6893	FA3F	8001	A2
6893	FA44	8000	83
6893	FA4A	8001	35
6893	FA4F	8000	84
6893	FA55	8001	B7
6893	FA5A	8000	85
6893	FA60	8001	BD
6893	FADD	8000	86
6893	FAE2	8001	18
6893	FAE9	8000	87
6893	FAEE	8001	19
6893	FAF8	8000	86
6893	FAFE	8001	28
6893	FB05	8000	87
6893	FB0B	8001	29
6893	FDA9	8000	86
6893	FDB1	8001	06
6893	FDBA	8000	87
6893	FDC2	8001	07
6893	FC3F	8000	86
6893	FC48	8001	06
6893	FC4F	8000	87
6893	FC58	8001	07
6893	FDA9	8000	86
6893	FDB1	8001	18
6893	FDBA	8000	87
6893	FDC2	8001	19
6893	FDA9	8000	86
6893	FDB1	8001	28
6893	FDBA	8000	87
6893	FDC2	8001	29
6893	FDA9	8000	86
6893	FDB1	8001	28
6893	FDBA	8000	87
6893	FDC2	8001	29
6893	F9B3	8000	80
6893	F9B9	8001	FC
6893	F9BE	8000	81
6893	F9C4	8001	14
6893	F9C9	8000	82
6893	F9CF	8001	A2
6893	F9D4	8000	83
6893	F9DA	8001	01
6893	F9DF	8000	84
6893	F9E5	8001	02
6893	F9EA	8000	85
6893	F9F0	8001	14
6893	F8DB	8000	87
6893	F9B3	8000	80
6893	F9B9	8001	FC
6893	F9BE	8000	81
6893	F9C4	8001	14
6893	F9C9	8000	82
6893	F9CF	8001	00
6893	F9D4	8000	83
6893	F9DA	8001	01
6893	F9DF	8000	84
6893	F9E5	8001	02
6893	F9EA	8000	85
6893	F9F0	8001	14
6893	F8DB	8000	87
6894	FA23	8000	80
6894	FA29	8001	FC
6894	FA2E	8000	81
6894	FA34	8001	E2
6894	FA39	8000	82
6894	FA3F	8001	A2
6894	FA44	8000	83
6894	FA4A	8001	35
6894	FA4F	8000	84
6894	FA55	8001	B7
6894	FA5A	8000	85
6894	FA60	8001	BD
6894	FADD	8000	86
6894	FAE2	8001	18
6894	FAE9	8000	87
6894	FAEE	8001	19
6894	BF0A	8000	86
6894	C8E1	8001	00
6894	C8E6	8000	87
6894	C8EB	8001	01
6894	C900	8000	86
6894	C905	8001	18
6894	C90A	8000	87
6894	C90F	8001	19
6894	BF0A	8000	86
6894	C8E1	8001	00
6894	C8E6	8000	87
6894	C8EB	8001	01
6894	C900	8000	86
6894	C905	8001	18
6894	C90A	8000	87
6894	C90F	8001	19
6894	FAF8	8000	86
6894	FAFE	8001	28
6894	FB05	8000	87
6894	FB0B	8001	29
6894	FDA9	8000	86
6894	FDB1	8001	06
6894	FDBA	8000	87
6894	FDC2	8001	07
6894	FC3F	8000	86
6894	FC48	8001	06
6894	FC4F	8000	87
6894	FC58	8001	07
6894	FDA9	8000	86
6894	FDB1	8001	18
6894	FDBA	8000	87
6894	FDC2	8001	19
6894	FDA9	8000	86
6894	FDB1	8001	28
6894	FDBA	8000	87
6894	FDC2	8001	29
6894	FDA9	8000	86
6894	FDB1	8001	28
6894	FDBA	8000	87
6894	FDC2	8001	29
6894	F9B3	8000	80
6894	F9B9	8001	FC
6894	F9BE	8000	81
6894	F9C4	8001	14
6894	F9C9	8000	82
6894	F9CF	8001	A2
6894	F9D4	8000	83
6894	F9DA	8001	01
6894	F9DF	8000	84
6894	F9E5	8001	02
6894	F9EA	8000	85
6894	F9F0	8001	14
6894	F8DB	8000	87
6894	F9B3	8000	80
6894	F9B9	8001	FC
6894	F9BE	8000	81
6894	F9C4	8001	14
6894	F9C9	8000	82
6894	F9CF	8001	00
6894	F9D4	8000	83
6894	F9DA	8001	01
6894	F9DF	8000	84
6894	F9E5	8001	02
6894	F9EA	8000	85
6894	F9F0	8001	14
6894	F8DB	8000	87
6895	FA23	8000	80
6895	FA29	8001	FC
6895	FA2E	8000	81
6895	FA34	8001	E2
6895	FA39	8000	82
6895	FA3F	8001	A2
6895	FA44	8000	83
6895	FA4A	8001	35
6895	FA4F	8000	84
6895	FA55	8001	B7
6895	FA5A	8000	85
6895	FA60	8001	BD
6895	FADD	8000	86
6895	FAE2	8001	18
6895	FAE9	8000	87
6895	FAEE	8001	19
6895	FAF8	8000	86
6895	FAFE	8001	28
6895	FB05	8000	87
6895	FB0B	8001	29
6895	FDA9	8000	86
6895	FDB1	8001	06
6895	FDBA	8000	87
6895	FDC2	8001	07
6895	FC3F	8000	86
6895	FC48	8001	06
6895	FC4F	8000	87
6895	FC58	8001	07
6895	FDA9	8000	86
6895	FDB1	8001	18
6895	FDBA	8000	87
6895	FDC2	8001	19
6895	FDA9	8000	86
6895	FDB1	8001	28
6895	FDBA	8000	87
6895	FDC2	8001	29
6895	FDA9	8000	86
6895	FDB1	8001	28
6895	FDBA	8000	87
6895	FDC2	8001	29
6895	F9B3	8000	80
6895	F9B9	8001	FC
6895	F9BE	8000	81
6895	F9C4	8001	14
6895	F9C9	8000	82
6895	F9CF	8001	A2
6895	F9D4	8000	83
6895	F9DA	8001	01
6895	F9DF	8000	84
6895	F9E5	8001	02
6895	F9EA	8000	85
6895	F9F0	8001	14
6895	F8DB	8000	87
6895	F9B3	8000	80
6895	F9B9	8001	FC
6895	F9BE	8000	81
6895	F9C4	8001	14
6895	F9C9	8000	82
6895	F9CF	8001	00
6895	F9D4	8000	83
6895	F9DA	8001	01
6895	F9DF	8000	84
6895	F9E5	8001	02
6895	F9EA	8000	85
6895	F9F0	8001	14
6895	F8DB	8000	87
6896	FA23	8000	80
6896	FA29	8001	FC
6896	FA2E	8000	81
6896	FA34	8001	E2
6896	FA39	8000	82
6896	FA3F	8001	A2
6896	FA44	8000	83
6896	FA4A	8001	35
6896	FA4F	8000	84
6896	FA55	8001	B7
6896	FA5A	8000	85
6896	FA60	8001	BD
6896	FADD	8000	86
6896	FAE2	8001	18
6896	FAE9	8000	87
6896	FAEE	8001	19
6896	FAF8	8000	86
6896	FAFE	8001	28
6896	FB05	8000	87
6896	FB0B	8001	29
6896	FDA9	8000	86
6896	FDB1	8001	06
6896	FDBA	8000	87
6896	FDC2	8001	07
6896	FC3F	8000	86
6896	FC48	8001	06
6896	FC4F	8000	87
6896	FC58	8001	07
6896	FDA9	8000	86
6896	FDB1	8001	18
6896	FDBA	8000	87
6896	FDC2	8001	19
6896	FDA9	8000	86
6896	FDB1	8001	28
6896	FDBA	8000	87
6896	FDC2	8001	29
6896	FDA9	8000	86
6896	FDB1	8001	28
6896	FDBA	8000	87
6896	FDC2	8001	29
6896	F9B3	8000	80
6896	F9B9	8001	FC
6896	F9BE	8000	81
6896	F9C4	8001	14
6896	F9C9	8000	82
6896	F9CF	8001	A2
6896	F9D4	8000	83
6896	F9DA	8001	01
6896	F9DF	8000	84
6896	F9E5	8001	02
6896	F9EA	8000	85
6896	F9F0	8001	14
6896	F8DB	8000	87
6896	F9B3	8000	80
6896	F9B9	8001	FC
6896	F9BE	8000	81
6896	F9C4	8001	14
6896	F9C9	8000	82
6896	F9CF	8001	00
6896	F9D4	8000	83
6896	F9DA	8001	01
6896	F9DF	8000	84
6896	F9E5	8001	02
6896	F9EA	8000	85
6896	F9F0	8001	14
6896	F8DB	8000	87
6897	FA23	8000	80
6897	FA29	8001	FC
6897	FA2E	8000	81
6897	FA34	8001	E2
6897	FA39	8000	82
6897	FA3F	8001	A2
6897	FA44	8000	83
6897	FA4A	8001	35
6897	FA4F	8000	84
6897	FA55	8001	B7
6897	FA5A	8000	85
6897	FA60	8001	BD
6897	FADD	8000	86
6897	FAE2	8001	18
6897	FAE9	8000	87
6897	FAEE	8001	19
6897	FAF8	8000	86
6897	FAFE	8001	28
6897	FB05	8000	87
6897	FB0B	8001	29
6897	FDA9	8000	86
6897	FDB1	8001	06
6897	FDBA	8000	87
6897	FDC2	8001	07
6897	FC3F	8000	86
6897	FC48	8001	06
6897	FC4F	8000	87
6897	FC58	8001	07
6897	FDA9	8000	86
6897	FDB1	8001	18
6897	FDBA	8000	87
6897	FDC2	8001	19
6897	FDA9	8000	86
6897	FDB1	8001	28
6897	FDBA	8000	87
6897	FDC2	8001	29
6897	FDA9	8000	86
6897	FDB1	8001	28
6897	FDBA	8000	87
6897	FDC2	8001	29
6897	F9B3	8000	80
6897	F9B9	8001	FC
6897	F9BE	8000	81
6897	F9C4	8001	14
6897	F9C9	8000	82
6897	F9CF	8001	A2
6897	F9D4	8000	83
6897	F9DA	8001	01
6897	F9DF	8000	84
6897	F9E5	8001	02
6897	F9EA	8000	85
6897	F9F0	8001	14
6897	F8DB	8000	87
6897	F9B3	8000	80
6897	F9B9	8001	FC
6897	F9BE	8000	81
6897	F9C4	8001	14
6897	F9C9	8000	82
6897	F9CF	8001	00
6897	F9D4	8000	83
6897	F9DA	8001	01
6897	F9DF	8000	84
6897	F9E5	8001	02
6897	F9EA	8000	85
6897	F9F0	8001	14
6897	F8DB	8000	87
6898	FA23	8000	80
6898	FA29	8001	FC
6898	FA2E	8000	81
6898	FA34	8001	E2
6898	FA39	8000	82
6898	FA3F	8001	A2
6898	FA44	8000	83
6898	FA4A	8001	35
6898	FA4F	8000	84
6898	FA55	8001	B7
6898	FA5A	8000	85
6898	FA60	8001	BD
6898	FADD	8000	86
6898	FAE2	8001	18
6898	FAE9	8000	87
6898	FAEE	8001	19
6898	FAF8	8000	86
6898	FAFE	8001	28
6898	FB05	8000	87
6898	FB0B	8001	29
6898	FDA9	8000	86
6898	FDB1	8001	06
6898	FDBA	8000	87
6898	FDC2	8001	07
6898	FC3F	8000	86
6898	FC48	8001	06
6898	FC4F	8000	87
6898	FC58	8001	07
6898	FDA9	8000	86
6898	FDB1	8001	18
6898	FDBA	8000	87
6898	FDC2	8001	19
6898	FDA9	8000	86
6898	FDB1	8001	28
6898	FDBA	8000	87
6898	FDC2	8001	29
6898	FDA9	8000	86
6898	FDB1	8001	28
6898	FDBA	8000	87
6898	FDC2	8001	29
6898	F9B3	8000	80
6898	F9B9	8001	FC
6898	F9BE	8000	81
6898	F9C4	8001	14
6898	F9C9	8000	82
6898	F9CF	8001	A2
6898	F9D4	8000	83
6898	F9DA	8001	01
6898	F9DF	8000	84
6898	F9E5	8001	02
6898	F9EA	8000	85
6898	F9F0	8001	14
6898	F8DB	8000	87
6898	F9B3	8000	80
6898	F9B9	8001	FC
6898	F9BE	8000	81
6898	F9C4	8001	14
6898	F9C9	8000	82
6898	F9CF	8001	00
6898	F9D4	8000	83
6898	F9DA	8001	01
6898	F9DF	8000	84
6898	F9E5	8001	02
6898	F9EA	8000	85
6898	F9F0	8001	14
6898	F8DB	8000	87
6899	FA23	8000	80
6899	FA29	8001	FC
6899	FA2E	8000	81
6899	FA34	8001	E2
6899	FA39	8000	82
6899	FA3F	8001	A2
6899	FA44	8000	83
6899	FA4A	8001	35
6899	FA4F	8000	84
6899	FA55	8001	B7
6899	FA5A	8000	85
6899	FA60	8001	BD
6899	FADD	8000	86
6899	FAE2	8001	18
6899	FAE9	8000	87
6899	FAEE	8001	19
6899	FAF8	8000	86
6899	FAFE	8001	28
6899	FB05	8000	87
6899	FB0B	8001	29
6899	FDA9	8000	86
6899	FDB1	8001	06
6899	FDBA	8000	87
6899	FDC2	8001	07
6899	FC3F	8000	86
6899	FC48	8001	06
6899	FC4F	8000	87
6899	FC58	8001	07
6899	FDA9	8000	86
6899	FDB1	8001	18
6899	FDBA	8000	87
6899	FDC2	8001	19
6899	FDA9	8000	86
6899	FDB1	8001	28
6899	FDBA	8000	87
6899	FDC2	8001	29
6899	FDA9	8000	86
6899	FDB1	8001	28
6899	FDBA	8000	87
6899	FDC2	8001	29
6899	F9B3	8000	80
6899	F9B9	8001	FC
6899	F9BE	8000	81
6899	F9C4	8001	14
6899	F9C9	8000	82
6899	F9CF	8001	A2
6899	F9D4	8000	83
6899	F9DA	8001	01
6899	F9DF	8000	84
6899	F9E5	8001	02
6899	F9EA	8000	85
6899	F9F0	8001	14
6899	F8DB	8000	87
6899	F9B3	8000	80
6899	F9B9	8001	FC
6899	F9BE	8000	81
6899	F9C4	8001	14
6899	F9C9	8000	82
6899	F9CF	8001	00
6899	F9D4	8000	83
6899	F9DA	8001	01
6899	F9DF	8000	84
6899	F9E5	8001	02
6899	F9EA	8000	85
6899	F9F0	8001	14
6899	F8DB	8000	87
6900	FA23	8000	80
6900	FA29	8001	FC
6900	FA2E	8000	81
6900	FA34	8001	E2
6900	FA39	8000	82
6900	FA3F	8001	A2
6900	FA44	8000	83
6900	FA4A	8001	35
6900	FA4F	8000	84
6900	FA55	8001	B7
6900	FA5A	8000	85
6900	FA60	8001	BD
6900	FADD	8000	86
6900	FAE2	8001	18
6900	FAE9	8000	87
6900	FAEE	8001	19
6900	FAF8	8000	86
6900	FAFE	8001	28
6900	FB05	8000	87
6900	FB0B	8001	29
6900	FDA9	8000	86
6900	FDB1	8001	06
6900	FDBA	8000	87
6900	FDC2	8001	07
6900	FC3F	8000	86
6900	FC48	8001	06
6900	FC4F	8000	87
6900	FC58	8001	07
6900	FDA9	8000	86
6900	FDB1	8001	18
