frame	pc	address	value
7064	FDA9	8000	86
7064	FDB1	8001	28
7064	FDBA	8000	87
7064	FDC2	8001	29
7064	FDA9	8000	86
7064	FDB1	8001	28
7064	FDBA	8000	87
7064	FDC2	8001	29
7064	F9B3	8000	80
7064	F9B9	8001	FC
7064	F9BE	8000	81
7064	F9C4	8001	14
7064	F9C9	8000	82
7064	F9CF	8001	A2
7064	F9D4	8000	83
7064	F9DA	8001	01
7064	F9DF	8000	84
7064	F9E5	8001	02
7064	F9EA	8000	85
7064	F9F0	8001	14
7064	F8DB	8000	87
7064	FDA9	8000	86
7064	FDB1	8001	08
7064	FDBA	8000	87
7064	FDC2	8001	09
7064	F9B3	8000	80
7064	F9B9	8001	FC
7064	F9BE	8000	81
7064	F9C4	8001	14
7064	F9C9	8000	82
7064	F9CF	8001	00
7064	F9D4	8000	83
7064	F9DA	8001	01
7064	F9DF	8000	84
7064	F9E5	8001	02
7064	F9EA	8000	85
7064	F9F0	8001	14
7064	F8DB	8000	87
7064	FDA9	8000	86
7064	FDB1	8001	08
7064	FDBA	8000	87
7064	FDC2	8001	09
7065	FA23	8000	80
7065	FA29	8001	FC
7065	FA2E	8000	81
7065	FA34	8001	E2
7065	FA39	8000	82
7065	FA3F	8001	A2
7065	FA44	8000	83
7065	FA4A	8001	35
7065	FA4F	8000	84
7065	FA55	8001	B7
7065	FA5A	8000	85
7065	FA60	8001	BD
7065	FADD	8000	86
7065	FAE2	8001	18
7065	FAE9	8000	87
7065	FAEE	8001	19
7065	FAF8	8000	86
7065	FAFE	8001	08
7065	FB05	8000	87
7065	FB0B	8001	09
7065	FDA9	8000	86
7065	FDB1	8001	06
7065	FDBA	8000	87
7065	FDC2	8001	07
7065	FDA9	8000	86
7065	FDB1	8001	22
7065	FDBA	8000	87
7065	FDC2	8001	23
7065	FDA9	8000	86
7065	FDB1	8001	08
7065	FDBA	8000	87
7065	FDC2	8001	09
7065	FDA9	8000	86
7065	FDB1	8001	08
7065	FDBA	8000	87
7065	FDC2	8001	09
7065	FDA9	8000	86
7065	FDB1	8001	08
7065	FDBA	8000	87
7065	FDC2	8001	09
7065	FDA9	8000	86
7065	FDB1	8001	08
7065	FDBA	8000	87
7065	FDC2	8001	09
7065	FDA9	8000	86
7065	FDB1	8001	08
7065	FDBA	8000	87
7065	FDC2	8001	09
7065	FDA9	8000	86
7065	FDB1	8001	08
7065	FDBA	8000	87
7065	FDC2	8001	09
7065	FC3F	8000	86
7065	FC48	8001	06
7065	FC4F	8000	87
7065	FC58	8001	07
7065	FDA9	8000	86
7065	FDB1	8001	18
7065	FDBA	8000	87
7065	FDC2	8001	19
7065	FDA9	8000	86
7065	FDB1	8001	28
7065	FDBA	8000	87
7065	FDC2	8001	29
7065	FDA9	8000	86
7065	FDB1	8001	28
7065	FDBA	8000	87
7065	FDC2	8001	29
7065	FDA9	8000	86
7065	FDB1	8001	08
7065	FDBA	8000	87
7065	FDC2	8001	09
7065	F9B3	8000	80
7065	F9B9	8001	FC
7065	F9BE	8000	81
7065	F9C4	8001	14
7065	F9C9	8000	82
7065	F9CF	8001	A2
7065	F9D4	8000	83
7065	F9DA	8001	01
7065	F9DF	8000	84
7065	F9E5	8001	02
7065	F9EA	8000	85
7065	F9F0	8001	14
7065	F8DB	8000	87
7065	F9B3	8000	80
7065	F9B9	8001	FC
7065	F9BE	8000	81
7065	F9C4	8001	14
7065	F9C9	8000	82
7065	F9CF	8001	00
7065	F9D4	8000	83
7065	F9DA	8001	01
7065	F9DF	8000	84
7065	F9E5	8001	02
7065	F9EA	8000	85
7065	F9F0	8001	14
7065	F8DB	8000	87
7065	FDA9	8000	86
7065	FDB1	8001	08
7065	FDBA	8000	87
7065	FDC2	8001	09
7066	FA23	8000	80
7066	FA29	8001	FC
7066	FA2E	8000	81
7066	FA34	8001	E2
7066	FA39	8000	82
7066	FA3F	8001	A2
7066	FA44	8000	83
7066	FA4A	8001	35
7066	FA4F	8000	84
7066	FA55	8001	B7
7066	FA5A	8000	85
7066	FA60	8001	BD
7066	FADD	8000	86
7066	FAE2	8001	18
7066	FAE9	8000	87
7066	FAEE	8001	19
7066	FAF8	8000	86
7066	FAFE	8001	08
7066	FB05	8000	87
7066	FB0B	8001	09
7066	FDA9	8000	86
7066	FDB1	8001	06
7066	FDBA	8000	87
7066	FDC2	8001	07
7066	FDA9	8000	86
7066	FDB1	8001	22
7066	FDBA	8000	87
7066	FDC2	8001	23
7066	FDA9	8000	86
7066	FDB1	8001	08
7066	FDBA	8000	87
7066	FDC2	8001	09
7066	FDA9	8000	86
7066	FDB1	8001	08
7066	FDBA	8000	87
7066	FDC2	8001	09
7066	FDA9	8000	86
7066	FDB1	8001	08
7066	FDBA	8000	87
7066	FDC2	8001	09
7066	FDA9	8000	86
7066	FDB1	8001	08
7066	FDBA	8000	87
7066	FDC2	8001	09
7066	FDA9	8000	86
7066	FDB1	8001	08
7066	FDBA	8000	87
7066	FDC2	8001	09
7066	FDA9	8000	86
7066	FDB1	8001	08
7066	FDBA	8000	87
7066	FDC2	8001	09
7066	FC3F	8000	86
7066	FC48	8001	06
7066	FC4F	8000	87
7066	FC58	8001	07
7066	FDA9	8000	86
7066	FDB1	8001	18
7066	FDBA	8000	87
7066	FDC2	8001	19
7066	FDA9	8000	86
7066	FDB1	8001	28
7066	FDBA	8000	87
7066	FDC2	8001	29
7066	FDA9	8000	86
7066	FDB1	8001	28
7066	FDBA	8000	87
7066	FDC2	8001	29
7066	FDA9	8000	86
7066	FDB1	8001	08
7066	FDBA	8000	87
7066	FDC2	8001	09
7066	F9B3	8000	80
7066	F9B9	8001	FC
7066	F9BE	8000	81
7066	F9C4	8001	14
7066	F9C9	8000	82
7066	F9CF	8001	A2
7066	F9D4	8000	83
7066	F9DA	8001	01
7066	F9DF	8000	84
7066	F9E5	8001	02
7066	F9EA	8000	85
7066	F9F0	8001	14
7066	F8DB	8000	87
7066	F9B3	8000	80
7066	F9B9	8001	FC
7066	F9BE	8000	81
7066	F9C4	8001	14
7066	F9C9	8000	82
7066	F9CF	8001	00
7066	F9D4	8000	83
7066	F9DA	8001	01
7066	F9DF	8000	84
7066	F9E5	8001	02
7066	F9EA	8000	85
7066	F9F0	8001	14
7066	F8DB	8000	87
7066	FDA9	8000	86
7066	FDB1	8001	08
7066	FDBA	8000	87
7066	FDC2	8001	09
7067	FA23	8000	80
7067	FA29	8001	FC
7067	FA2E	8000	81
7067	FA34	8001	E2
7067	FA39	8000	82
7067	FA3F	8001	A2
7067	FA44	8000	83
7067	FA4A	8001	35
7067	FA4F	8000	84
7067	FA55	8001	B7
7067	FA5A	8000	85
7067	FA60	8001	BD
7067	FADD	8000	86
7067	FAE2	8001	18
7067	FAE9	8000	87
7067	FAEE	8001	19
7067	FAF8	8000	86
7067	FAFE	8001	08
7067	FB05	8000	87
7067	FB0B	8001	09
7067	FDA9	8000	86
7067	FDB1	8001	06
7067	FDBA	8000	87
7067	FDC2	8001	07
7067	FDA9	8000	86
7067	FDB1	8001	22
7067	FDBA	8000	87
7067	FDC2	8001	23
7067	FDA9	8000	86
7067	FDB1	8001	08
7067	FDBA	8000	87
7067	FDC2	8001	09
7067	FDA9	8000	86
7067	FDB1	8001	08
7067	FDBA	8000	87
7067	FDC2	8001	09
7067	FDA9	8000	86
7067	FDB1	8001	08
7067	FDBA	8000	87
7067	FDC2	8001	09
7067	FDA9	8000	86
7067	FDB1	8001	08
7067	FDBA	8000	87
7067	FDC2	8001	09
7067	FDA9	8000	86
7067	FDB1	8001	08
7067	FDBA	8000	87
7067	FDC2	8001	09
7067	FDA9	8000	86
7067	FDB1	8001	08
7067	FDBA	8000	87
7067	FDC2	8001	09
7067	FC3F	8000	86
7067	FC48	8001	06
7067	FC4F	8000	87
7067	FC58	8001	07
7067	FDA9	8000	86
7067	FDB1	8001	18
7067	FDBA	8000	87
7067	FDC2	8001	19
7067	FDA9	8000	86
7067	FDB1	8001	28
7067	FDBA	8000	87
7067	FDC2	8001	29
7067	FDA9	8000	86
7067	FDB1	8001	28
7067	FDBA	8000	87
7067	FDC2	8001	29
7067	FDA9	8000	86
7067	FDB1	8001	08
7067	FDBA	8000	87
7067	FDC2	8001	09
7067	FDA9	8000	86
7067	FDB1	8001	08
7067	F9B3	8000	80
7067	F9B9	8001	FC
7067	F9BE	8000	81
7067	F9C4	8001	14
7067	F9C9	8000	82
7067	F9CF	8001	A2
7067	F9D4	8000	83
7067	F9DA	8001	01
7067	F9DF	8000	84
7067	F9E5	8001	02
7067	F9EA	8000	85
7067	F9F0	8001	14
7067	F8DB	8000	86
7067	FDBA	8000	87
7067	FDC2	8001	09
7067	F9B3	8000	80
7067	F9B9	8001	FC
7067	F9BE	8000	81
7067	F9C4	8001	14
7067	F9C9	8000	82
7067	F9CF	8001	00
7067	F9D4	8000	83
7067	F9DA	8001	01
7067	F9DF	8000	84
7067	F9E5	8001	02
7067	F9EA	8000	85
7067	F9F0	8001	14
7067	F8DB	8000	87
7068	FA23	8000	80
7068	FA29	8001	FC
7068	FA2E	8000	81
7068	FA34	8001	E2
7068	FA39	8000	82
7068	FA3F	8001	A2
7068	FA44	8000	83
7068	FA4A	8001	35
7068	FA4F	8000	84
7068	FA55	8001	B7
7068	FA5A	8000	85
7068	FA60	8001	BD
7068	FADD	8000	86
7068	FAE2	8001	18
7068	FAE9	8000	87
7068	FAEE	8001	19
7068	FAF8	8000	86
7068	FAFE	8001	08
7068	FB05	8000	87
7068	FB0B	8001	09
7068	FDA9	8000	86
7068	FDB1	8001	06
7068	FDBA	8000	87
7068	FDC2	8001	07
7068	FDA9	8000	86
7068	FDB1	8001	22
7068	FDBA	8000	87
7068	FDC2	8001	23
7068	FDA9	8000	86
7068	FDB1	8001	08
7068	FDBA	8000	87
7068	FDC2	8001	09
7068	FDA9	8000	86
7068	FDB1	8001	08
7068	FDBA	8000	87
7068	FDC2	8001	09
7068	FDA9	8000	86
7068	FDB1	8001	08
7068	FDBA	8000	87
7068	FDC2	8001	09
7068	FDA9	8000	86
7068	FDB1	8001	08
7068	FDBA	8000	87
7068	FDC2	8001	09
7068	FDA9	8000	86
7068	FDB1	8001	08
7068	FDBA	8000	87
7068	FDC2	8001	09
7068	FDA9	8000	86
7068	FDB1	8001	08
7068	FDBA	8000	87
7068	FDC2	8001	09
7068	FC3F	8000	86
7068	FC48	8001	06
7068	FC4F	8000	87
7068	FC58	8001	07
7068	FDA9	8000	86
7068	FDB1	8001	18
7068	FDBA	8000	87
7068	FDC2	8001	19
7068	FDA9	8000	86
7068	FDB1	8001	28
7068	FDBA	8000	87
7068	FDC2	8001	29
7068	FDA9	8000	86
7068	FDB1	8001	28
7068	FDBA	8000	87
7068	FDC2	8001	29
7068	FDA9	8000	86
7068	FDB1	8001	08
7068	FDBA	8000	87
7068	FDC2	8001	09
7068	FDA9	8000	86
7068	FDB1	8001	08
7068	FDBA	8000	87
7068	FDC2	8001	09
7068	F9B3	8000	80
7068	F9B9	8001	FC
7068	F9BE	8000	81
7068	F9C4	8001	14
7068	F9C9	8000	82
7068	F9CF	8001	A2
7068	F9D4	8000	83
7068	F9DA	8001	01
7068	F9DF	8000	84
7068	F9E5	8001	02
7068	F9EA	8000	85
7068	F9F0	8001	14
7068	F8DB	8000	87
7068	F9B3	8000	80
7068	F9B9	8001	FC
7068	F9BE	8000	81
7068	F9C4	8001	14
7068	F9C9	8000	82
7068	F9CF	8001	00
7068	F9D4	8000	83
7068	F9DA	8001	01
7068	F9DF	8000	84
7068	F9E5	8001	02
7068	F9EA	8000	85
7068	F9F0	8001	14
7068	F8DB	8000	87
7069	FA23	8000	80
7069	FA29	8001	FC
7069	FA2E	8000	81
7069	FA34	8001	E2
7069	FA39	8000	82
7069	FA3F	8001	A2
7069	FA44	8000	83
7069	FA4A	8001	35
7069	FA4F	8000	84
7069	FA55	8001	B7
7069	FA5A	8000	85
7069	FA60	8001	BD
7069	FADD	8000	86
7069	FAE2	8001	18
7069	FAE9	8000	87
7069	FAEE	8001	19
7069	FAF8	8000	86
7069	FAFE	8001	08
7069	FB05	8000	87
7069	FB0B	8001	09
7069	FDA9	8000	86
7069	FDB1	8001	06
7069	FDBA	8000	87
7069	FDC2	8001	07
7069	FDA9	8000	86
7069	FDB1	8001	22
7069	FDBA	8000	87
7069	FDC2	8001	23
7069	FDA9	8000	86
7069	FDB1	8001	08
7069	FDBA	8000	87
7069	FDC2	8001	09
7069	FDA9	8000	86
7069	FDB1	8001	08
7069	FDBA	8000	87
7069	FDC2	8001	09
7069	FDA9	8000	86
7069	FDB1	8001	08
7069	FDBA	8000	87
7069	FDC2	8001	09
7069	FDA9	8000	86
7069	FDB1	8001	08
7069	FDBA	8000	87
7069	FDC2	8001	09
7069	FDA9	8000	86
7069	FDB1	8001	08
7069	FDBA	8000	87
7069	FDC2	8001	09
7069	FDA9	8000	86
7069	FDB1	8001	08
7069	FDBA	8000	87
7069	FDC2	8001	09
7069	FC3F	8000	86
7069	FC48	8001	06
7069	FC4F	8000	87
7069	FC58	8001	07
7069	FDA9	8000	86
7069	FDB1	8001	18
7069	FDBA	8000	87
7069	FDC2	8001	19
7069	FDA9	8000	86
7069	FDB1	8001	28
7069	FDBA	8000	87
7069	FDC2	8001	29
7069	FDA9	8000	86
7069	FDB1	8001	28
7069	FDBA	8000	87
7069	FDC2	8001	29
7069	FDA9	8000	86
7069	FDB1	8001	08
7069	FDBA	8000	87
7069	FDC2	8001	09
7069	F9B3	8000	80
7069	F9B9	8001	FC
7069	F9BE	8000	81
7069	F9C4	8001	14
7069	F9C9	8000	82
7069	F9CF	8001	A2
7069	F9D4	8000	83
7069	F9DA	8001	01
7069	F9DF	8000	84
7069	F9E5	8001	02
7069	F9EA	8000	85
7069	F9F0	8001	14
7069	F8DB	8000	87
7069	F9B3	8000	80
7069	F9B9	8001	FC
7069	F9BE	8000	81
7069	F9C4	8001	14
7069	F9C9	8000	82
7069	F9CF	8001	00
7069	F9D4	8000	83
7069	F9DA	8001	01
7069	F9DF	8000	84
7069	F9E5	8001	02
7069	F9EA	8000	85
7069	F9F0	8001	14
7069	F8DB	8000	87
7069	FDA9	8000	86
7069	FDB1	8001	08
7069	FDBA	8000	87
7069	FDC2	8001	09
7070	FA23	8000	80
7070	FA29	8001	FC
7070	FA2E	8000	81
7070	FA34	8001	E2
7070	FA39	8000	82
7070	FA3F	8001	A2
7070	FA44	8000	83
7070	FA4A	8001	35
7070	FA4F	8000	84
7070	FA55	8001	B7
7070	FA5A	8000	85
7070	FA60	8001	BD
7070	FADD	8000	86
7070	FAE2	8001	18
7070	FAE9	8000	87
7070	FAEE	8001	19
7070	FAF8	8000	86
7070	FAFE	8001	08
7070	FB05	8000	87
7070	FB0B	8001	09
7070	FDA9	8000	86
7070	FDB1	8001	06
7070	FDBA	8000	87
7070	FDC2	8001	07
7070	FDA9	8000	86
7070	FDB1	8001	22
7070	FDBA	8000	87
7070	FDC2	8001	23
7070	FDA9	8000	86
7070	FDB1	8001	08
7070	FDBA	8000	87
7070	FDC2	8001	09
7070	FDA9	8000	86
7070	FDB1	8001	08
7070	FDBA	8000	87
7070	FDC2	8001	09
7070	FDA9	8000	86
7070	FDB1	8001	08
7070	FDBA	8000	87
7070	FDC2	8001	09
7070	FDA9	8000	86
7070	FDB1	8001	08
7070	FDBA	8000	87
7070	FDC2	8001	09
7070	FDA9	8000	86
7070	FDB1	8001	08
7070	FDBA	8000	87
7070	FDC2	8001	09
7070	FDA9	8000	86
7070	FDB1	8001	08
7070	FDBA	8000	87
7070	FDC2	8001	09
7070	FC3F	8000	86
7070	FC48	8001	06
7070	FC4F	8000	87
7070	FC58	8001	07
7070	FDA9	8000	86
7070	FDB1	8001	18
7070	FDBA	8000	87
7070	FDC2	8001	19
7070	FDA9	8000	86
7070	FDB1	8001	28
7070	FDBA	8000	87
7070	FDC2	8001	29
7070	FDA9	8000	86
7070	FDB1	8001	28
7070	FDBA	8000	87
7070	FDC2	8001	29
7070	FDA9	8000	86
7070	FDB1	8001	08
7070	FDBA	8000	87
7070	FDC2	8001	09
7070	F9B3	8000	80
7070	F9B9	8001	FC
7070	F9BE	8000	81
7070	F9C4	8001	14
7070	F9C9	8000	82
7070	F9CF	8001	A2
7070	F9D4	8000	83
7070	F9DA	8001	01
7070	F9DF	8000	84
7070	F9E5	8001	02
7070	F9EA	8000	85
7070	F9F0	8001	14
7070	F8DB	8000	87
7070	F9B3	8000	80
7070	F9B9	8001	FC
7070	F9BE	8000	81
7070	F9C4	8001	14
7070	F9C9	8000	82
7070	F9CF	8001	00
7070	F9D4	8000	83
7070	F9DA	8001	01
7070	F9DF	8000	84
7070	F9E5	8001	02
7070	F9EA	8000	85
7070	F9F0	8001	14
7070	F8DB	8000	87
7070	FDA9	8000	86
7070	FDB1	8001	08
7070	FDBA	8000	87
7070	FDC2	8001	09
7071	FA23	8000	80
7071	FA29	8001	FC
7071	FA2E	8000	81
7071	FA34	8001	E2
7071	FA39	8000	82
7071	FA3F	8001	A2
7071	FA44	8000	83
7071	FA4A	8001	35
7071	FA4F	8000	84
7071	FA55	8001	B7
7071	FA5A	8000	85
7071	FA60	8001	BD
7071	FADD	8000	86
7071	FAE2	8001	18
7071	FAE9	8000	87
7071	FAEE	8001	19
7071	FAF8	8000	86
7071	FAFE	8001	08
7071	FB05	8000	87
7071	FB0B	8001	09
7071	FDA9	8000	86
7071	FDB1	8001	06
7071	FDBA	8000	87
7071	FDC2	8001	07
7071	FDA9	8000	86
7071	FDB1	8001	22
7071	FDBA	8000	87
7071	FDC2	8001	23
7071	FDA9	8000	86
7071	FDB1	8001	08
7071	FDBA	8000	87
7071	FDC2	8001	09
7071	FDA9	8000	86
7071	FDB1	8001	08
7071	FDBA	8000	87
7071	FDC2	8001	09
7071	FDA9	8000	86
7071	FDB1	8001	08
7071	FDBA	8000	87
7071	FDC2	8001	09
7071	FDA9	8000	86
7071	FDB1	8001	08
7071	FDBA	8000	87
7071	FDC2	8001	09
7071	FDA9	8000	86
7071	FDB1	8001	08
7071	FDBA	8000	87
7071	FDC2	8001	09
7071	FDA9	8000	86
7071	FDB1	8001	08
7071	FDBA	8000	87
7071	FDC2	8001	09
7071	FC3F	8000	86
7071	FC48	8001	06
7071	FC4F	8000	87
7071	FC58	8001	07
7071	FDA9	8000	86
7071	FDB1	8001	18
7071	FDBA	8000	87
7071	FDC2	8001	19
7071	FDA9	8000	86
7071	FDB1	8001	28
7071	FDBA	8000	87
7071	FDC2	8001	29
7071	FDA9	8000	86
7071	FDB1	8001	28
7071	FDBA	8000	87
7071	FDC2	8001	29
7071	FDA9	8000	86
7071	FDB1	8001	08
7071	FDBA	8000	87
7071	FDC2	8001	09
7071	F9B3	8000	80
7071	F9B9	8001	FC
7071	F9BE	8000	81
7071	F9C4	8001	14
7071	F9C9	8000	82
7071	F9CF	8001	A2
7071	F9D4	8000	83
7071	F9DA	8001	01
7071	F9DF	8000	84
7071	F9E5	8001	02
7071	F9EA	8000	85
7071	F9F0	8001	14
7071	F8DB	8000	87
7071	F9B3	8000	80
7071	F9B9	8001	FC
7071	F9BE	8000	81
7071	F9C4	8001	14
7071	F9C9	8000	82
7071	F9CF	8001	00
7071	F9D4	8000	83
7071	F9DA	8001	01
7071	F9DF	8000	84
7071	F9E5	8001	02
7071	F9EA	8000	85
7071	F9F0	8001	14
7071	F8DB	8000	87
7071	FDA9	8000	86
7071	FDB1	8001	08
7071	FDBA	8000	87
7071	FDC2	8001	09
7072	FA23	8000	80
7072	FA29	8001	FC
7072	FA2E	8000	81
7072	FA34	8001	E2
7072	FA39	8000	82
7072	FA3F	8001	A2
7072	FA44	8000	83
7072	FA4A	8001	35
7072	FA4F	8000	84
7072	FA55	8001	B7
7072	FA5A	8000	85
7072	FA60	8001	BD
7072	FADD	8000	86
7072	FAE2	8001	18
7072	FAE9	8000	87
7072	FAEE	8001	19
7072	FAF8	8000	86
7072	FAFE	8001	08
7072	FB05	8000	87
7072	FB0B	8001	09
7072	FDA9	8000	86
7072	FDB1	8001	06
7072	FDBA	8000	87
7072	FDC2	8001	07
7072	FDA9	8000	86
7072	FDB1	8001	22
7072	FDBA	8000	87
7072	FDC2	8001	23
7072	FDA9	8000	86
7072	FDB1	8001	08
7072	FDBA	8000	87
7072	FDC2	8001	09
7072	FDA9	8000	86
7072	FDB1	8001	08
7072	FDBA	8000	87
7072	FDC2	8001	09
7072	FDA9	8000	86
7072	FDB1	8001	08
7072	FDBA	8000	87
7072	FDC2	8001	09
7072	FDA9	8000	86
7072	FDB1	8001	08
7072	FDBA	8000	87
7072	FDC2	8001	09
7072	FDA9	8000	86
7072	FDB1	8001	08
7072	FDBA	8000	87
7072	FDC2	8001	09
7072	FDA9	8000	86
7072	FDB1	8001	08
7072	FDBA	8000	87
7072	FDC2	8001	09
7072	FC3F	8000	86
7072	FC48	8001	06
7072	FC4F	8000	87
7072	FC58	8001	07
7072	FDA9	8000	86
7072	FDB1	8001	18
7072	FDBA	8000	87
7072	FDC2	8001	19
7072	FDA9	8000	86
7072	FDB1	8001	28
7072	FDBA	8000	87
7072	FDC2	8001	29
7072	FDA9	8000	86
7072	FDB1	8001	28
7072	FDBA	8000	87
7072	FDC2	8001	29
7072	FDA9	8000	86
7072	FDB1	8001	08
7072	FDBA	8000	87
7072	FDC2	8001	09
7072	F9B3	8000	80
7072	F9B9	8001	FC
7072	F9BE	8000	81
7072	F9C4	8001	14
7072	F9C9	8000	82
7072	F9CF	8001	A2
7072	F9D4	8000	83
7072	F9DA	8001	01
7072	F9DF	8000	84
7072	F9E5	8001	02
7072	F9EA	8000	85
7072	F9F0	8001	14
7072	F8DB	8000	87
7072	F9B3	8000	80
7072	F9B9	8001	FC
7072	F9BE	8000	81
7072	F9C4	8001	14
7072	F9C9	8000	82
7072	F9CF	8001	00
7072	F9D4	8000	83
7072	F9DA	8001	01
7072	F9DF	8000	84
7072	F9E5	8001	02
7072	F9EA	8000	85
7072	F9F0	8001	14
7072	F8DB	8000	87
7072	FDA9	8000	86
7072	FDB1	8001	08
7072	FDBA	8000	87
7072	FDC2	8001	09
7073	FA23	8000	80
7073	FA29	8001	FC
7073	FA2E	8000	81
7073	FA34	8001	E2
7073	FA39	8000	82
7073	FA3F	8001	A2
7073	FA44	8000	83
7073	FA4A	8001	35
7073	FA4F	8000	84
7073	FA55	8001	B7
7073	FA5A	8000	85
7073	FA60	8001	BD
7073	FADD	8000	86
7073	FAE2	8001	18
7073	FAE9	8000	87
7073	FAEE	8001	19
7073	FAF8	8000	86
7073	FAFE	8001	08
7073	FB05	8000	87
7073	FB0B	8001	09
7073	FDA9	8000	86
7073	FDB1	8001	06
7073	FDBA	8000	87
7073	FDC2	8001	07
7073	FDA9	8000	86
7073	FDB1	8001	22
7073	FDBA	8000	87
7073	FDC2	8001	23
7073	FDA9	8000	86
7073	FDB1	8001	08
7073	FDBA	8000	87
7073	FDC2	8001	09
7073	FDA9	8000	86
7073	FDB1	8001	08
7073	FDBA	8000	87
7073	FDC2	8001	09
7073	FDA9	8000	86
7073	FDB1	8001	08
7073	FDBA	8000	87
7073	FDC2	8001	09
7073	FDA9	8000	86
7073	FDB1	8001	08
7073	FDBA	8000	87
7073	FDC2	8001	09
7073	FDA9	8000	86
7073	FDB1	8001	08
7073	FDBA	8000	87
7073	FDC2	8001	09
7073	FDA9	8000	86
7073	FDB1	8001	08
7073	FDBA	8000	87
7073	FDC2	8001	09
7073	FC3F	8000	86
7073	FC48	8001	06
7073	FC4F	8000	87
7073	FC58	8001	07
7073	FDA9	8000	86
7073	FDB1	8001	18
7073	FDBA	8000	87
7073	FDC2	8001	19
7073	FDA9	8000	86
7073	FDB1	8001	28
7073	FDBA	8000	87
7073	FDC2	8001	29
7073	FDA9	8000	86
7073	FDB1	8001	28
7073	FDBA	8000	87
7073	FDC2	8001	29
7073	FDA9	8000	86
7073	FDB1	8001	08
7073	FDBA	8000	87
7073	FDC2	8001	09
7073	FDA9	8000	86
7073	FDB1	8001	08
7073	FDBA	8000	87
7073	FDC2	8001	09
7073	F9B3	8000	80
7073	F9B9	8001	FC
7073	F9BE	8000	81
7073	F9C4	8001	14
7073	F9C9	8000	82
7073	F9CF	8001	A2
7073	F9D4	8000	83
7073	F9DA	8001	01
7073	F9DF	8000	84
7073	F9E5	8001	02
7073	F9EA	8000	85
7073	F9F0	8001	14
7073	F8DB	8000	87
7073	F9B3	8000	80
7073	F9B9	8001	FC
7073	F9BE	8000	81
7073	F9C4	8001	14
7073	F9C9	8000	82
7073	F9CF	8001	00
7073	F9D4	8000	83
7073	F9DA	8001	01
7073	F9DF	8000	84
7073	F9E5	8001	02
7073	F9EA	8000	85
7073	F9F0	8001	14
7073	F8DB	8000	87
7074	FA23	8000	80
7074	FA29	8001	FC
7074	FA2E	8000	81
7074	FA34	8001	E2
7074	FA39	8000	82
7074	FA3F	8001	A2
7074	FA44	8000	83
7074	FA4A	8001	35
7074	FA4F	8000	84
7074	FA55	8001	B7
7074	FA5A	8000	85
7074	FA60	8001	BD
7074	FADD	8000	86
7074	FAE2	8001	18
7074	FAE9	8000	87
7074	FAEE	8001	19
7074	BF0A	8000	86
7074	C8E1	8001	00
7074	C8E6	8000	87
7074	C8EB	8001	01
7074	C900	8000	86
7074	C905	8001	18
7074	C90A	8000	87
7074	C90F	8001	19
7074	BF0A	8000	86
7074	C8E1	8001	00
7074	C8E6	8000	87
7074	C8EB	8001	01
7074	C900	8000	86
7074	C905	8001	18
7074	C90A	8000	87
7074	C90F	8001	19
7074	BF0A	8000	86
7074	C8E1	8001	00
7074	C8E6	8000	87
7074	C8EB	8001	01
7074	C900	8000	86
7074	C905	8001	18
7074	C90A	8000	87
7074	C90F	8001	19
7074	FAF8	8000	86
7074	FAFE	8001	08
7074	FB05	8000	87
7074	FB0B	8001	09
7074	FDA9	8000	86
7074	FDB1	8001	06
7074	FDBA	8000	87
7074	FDC2	8001	07
7074	FDA9	8000	86
7074	FDB1	8001	22
7074	FDBA	8000	87
7074	FDC2	8001	23
7074	FDA9	8000	86
7074	FDB1	8001	08
7074	FDBA	8000	87
7074	FDC2	8001	09
7074	FDA9	8000	86
7074	FDB1	8001	08
7074	FDBA	8000	87
7074	FDC2	8001	09
7074	FDA9	8000	86
7074	FDB1	8001	08
7074	FDBA	8000	87
7074	FDC2	8001	09
7074	FDA9	8000	86
7074	FDB1	8001	08
7074	FDBA	8000	87
7074	FDC2	8001	09
7074	FDA9	8000	86
7074	FDB1	8001	08
7074	FDBA	8000	87
7074	FDC2	8001	09
7074	FDA9	8000	86
7074	FDB1	8001	08
7074	FDBA	8000	87
7074	FDC2	8001	09
7074	FC3F	8000	86
7074	FC48	8001	06
7074	FC4F	8000	87
7074	FC58	8001	07
7074	FDA9	8000	86
7074	FDB1	8001	18
7074	FDBA	8000	87
7074	FDC2	8001	19
7074	FDA9	8000	86
7074	FDB1	8001	28
7074	FDBA	8000	87
7074	FDC2	8001	29
7074	FDA9	8000	86
7074	FDB1	8001	28
7074	FDBA	8000	87
7074	FDC2	8001	29
7074	F9B3	8000	80
7074	F9B9	8001	FC
7074	F9BE	8000	81
7074	F9C4	8001	14
7074	F9C9	8000	82
7074	F9CF	8001	A2
7074	F9D4	8000	83
7074	F9DA	8001	01
7074	F9DF	8000	84
7074	F9E5	8001	02
7074	F9EA	8000	85
7074	F9F0	8001	14
7074	F8DB	8000	87
7074	FDA9	8000	86
7074	FDB1	8001	08
7074	F9B3	8000	80
7074	F9B9	8001	FC
7074	F9BE	8000	81
7074	F9C4	8001	14
7074	F9C9	8000	82
7074	F9CF	8001	00
7074	F9D4	8000	83
7074	F9DA	8001	01
7074	F9DF	8000	84
7074	F9E5	8001	02
7074	F9EA	8000	85
7074	F9F0	8001	14
